Year;Season;Tavg;Tavg_SE;Pr_sum;Sn_avg;Sn_avg_SE;Duration;start;Tavg_roll_mean;Pr_sum_roll_mean;Sn_avg_roll_mean;Duration_roll_mean;start_roll_mean
2010;Summer;10,752187153931340;0,429167143608913;267,7;0,42138092662700560;0,11386516086525089;129;140;12,35050412474052628;246,0700000000000;1,0312731245329780;142,6000000000000;135,5000000000000
2010;Winter;-21,640863052842221;1,287117736612730;155,6;43,91915954415954104;1,10581054928240974;186;320;-19,60180509095845380;168,3500000000000;48,6057835097407818;149,9000000000000;310,3000000000000
2011;Autumn;0,371428571428571;0,852503815300577;14,7;1,98076923076923084;0,01313711636661486;6;293;-2,49035443193378780;59,0500000000000;8,3069522834306362;32,8000000000000;278,6000000000000
2011;Spring;0,780851063829787;0,707447551514704;41,3;16,10638297872340274;2,52210102174337880;47;83;-1,24681254974693490;34,5200000000000;34,9936921799026379;43,8000000000000;92,4000000000000
2011;Summer;11,793937335670464;0,393897017365545;252,3;0,37800849457291175;0,04279174387452806;163;130;12,32952518750011883;239,1800000000000;0,8628627938660456;142,8000000000000;136,2000000000000
2011;Winter;-23,614312383224757;1,186770071417897;91,2;26,96420996818663696;0,94538937109058141;128;299;-19,46680015906816408;163,0600000000000;46,7402407814112024;147,2000000000000;309,0000000000000
2012;Autumn;1,561394557823129;0,631900525523283;9,2;0,90000000000000002;0,02041241452319315;7;277;-1,89778640472290339;54,8400000000000;6,9112379977163512;30,7000000000000;277,9000000000000
2012;Spring;0,787572886297376;0,606773501022968;37,7;11,63898662913441306;2,07502977214380158;49;92;-0,47999074498816513;34,7400000000000;30,3930747137838182;42,5000000000000;94,7000000000000
2012;Summer;14,517392331932772;0,469047959706449;101,8;0,11683569979716024;0,01817730760457672;136;141;12,48736736186986640;223,4100000000000;0,8730757756104676;142,8000000000000;137,2000000000000
2012;Winter;-15,973606467271178;0,860785697749372;130,5;37,77976873872396624;1,15082769924430295;158;284;-19,30468095830072528;156,0800000000000;45,7165836683554971;150,8000000000000;306,6000000000000
2013;Autumn;-4,505660377358491;0,950176784767002;67,1;5,97117400419287225;0,74897869648946891;53;269;-2,13469390587338648;55,8400000000000;6,6571358859405168;31,9000000000000;278,1000000000000
2013;Spring;1,797112462006079;0,485947882296728;72,2;16,35106382978723261;3,14367601150529463;47;99;-0,00715449878755722;40,4800000000000;26,4906810967625397;45,6000000000000;93,9000000000000
2013;Summer;13,747340301974447;0,573886384626951;249,8;0,10185185185185186;0,01917065919650665;123;146;12,63610139206731198;234,2100000000000;0,6722932188601688;139,6000000000000;139,5000000000000
2013;Winter;-20,293777112824479;1,050434284672873;153,7;43,39052126874846493;1,23319089622522560;181;322;-19,45563479189937439;151,7700000000000;45,4779845265250771;152,5000000000000;309,2000000000000
2014;Autumn;1,273529411764706;0,569461499806713;15,8;2,22058823529411775;0,44848722077360448;17;269;-1,94678540914136033;55,4700000000000;6,8403058205810394;31,8000000000000;277,2000000000000
2014;Spring;0,789988290398127;0,582063792922078;87,8;29,86065573770491710;3,29102912738059850;61;78;0,60926368509096507;48,7000000000000;23,1702950576298079;48,6000000000000;92,4000000000000
2014;Summer;11,921043956043956;0,576726969121643;295,7;0,17499999999999999;0,02890345559433104;130;139;12,72247330359527417;238,9700000000000;0,3598569131276847;136,9000000000000;141,0000000000000
